#,Song,Artist,Popularity,BPM,Genres,Parent Genres,Album,Album Date,Time,Dance,Energy,Acoustic,Instrumental,Happy,Speech,Live,Loud (Db),Key,Time Signature,Added At,Spotify Track Id,Album Label,Camelot,ISRC
33,"Maria Maria (feat. The Product G&B)","Santana,The Product G&B",21,98,"blues rock, classic rock, mexican classic rock, ","Rock","1990s XL",2019-01-11,04:21,77,56,4,0,70,10,0,-7,D Major,4,2024-10-08,6UBfV6WCgQfJrMRirxTNqE,"Sony Music CG",10B,USAR19900035
34,"Trippy","Mindchatter",24,96,"proto-hyperpop","Pop","Trippy",2019-01-10,02:51,88,26,39,54,42,0,0,-12,C Major,4,2024-10-08,5wCT8PLpvSkRo867tmnNaE,"Mind of a Genius Records",8B,QZ4JJ1910189
35,"Memory Lane","Zara Larsson",60,96,"pop, scandipop, swedish electropop, swedish pop","Pop","Memory Lane & Winter Song",2023-11-24,03:12,64,66,49,0,53,0,10,-5,F#/G♭ Major,4,2024-10-08,7hHrs2q5c5rtzHLJ2DKHTT,"Sommer House/Epic",2B,USSM12308229
36,"Mad","Anthony Hamilton",26,190,"contemporary r&b, neo soul, r&b, urban contemporary","R&B, Hip Hop","Back To Love (Deluxe Version)",2011-12-13,03:42,67,70,4,1,33,20,0,-6,D Major,4,2024-10-08,6li8t6gDiKTETNHzTmteFF,"RCA Records Label",10B,USRC11100990
37,"Tip Toe (feat. French Montana)","Jason Derulo,French Montana",56,98,"dance pop, pop, hip hop, pop rap, rap, southern hip hop, trap","Pop, Hip Hop","Tip Toe (feat. French Montana)",2017-11-10,03:07,85,70,2,0,65,0,0,-5,A#/B♭ Minor,4,2024-10-08,2z4pcBLQXF2BXKFvd0BuB6,"Beluga Heights/Warner Records",3A,USWB11702102
38,"The Beast - Digitally Remastered 95","Milt Buckner",31,97,"jazz organ, jazz piano, space age pop","Jazz, Pop","Ultra-Lounge / Bachelor Pad Royale Volume Four",1996-01-01,02:32,81,47,13,80,67,10,0,-13,A#/B♭ Minor,4,2024-10-08,1PSLlFx0wZ8nTKmKdAjvFK,"Capitol Records",3A,USCA29501199
39,"Taste","Betty Who",4,100,"australian dance, dance pop, electropop, metropopolis","Electronic, Pop","Taste",2018-05-18,03:22,76,52,5,0,73,0,10,-6,C Major,4,2024-10-08,1FFTp9ZjstPFCevoYe4jCq,"Betty Who",8B,GBKPL1806355
40,"SexyBack","Ilkan Gunuc,Clara Stegall",48,100,"turkish deep house, turkish edm, ","Electronic","SexyBack",2021-04-16,02:28,82,71,9,12,43,0,0,-9,B Minor,4,2024-10-08,18Yyp3ut7I9neYEfNXkhfB,"Lithuania HQ",10A,QM4TX2168138
41,"I Like You (A Happier Song) (with Doja Cat)","Post Malone,Doja Cat",76,101,"dfw rap, melodic rap, pop, rap, dance pop","Pop, Hip Hop","Twelve Carat Toothache",2022-06-03,03:12,73,67,12,0,47,0,10,-6,F Major,4,2024-10-08,0O6u0VJ46W86TxN9wgyqDj,"Mercury Records/Republic Records",7B,USUM72208023
42,"Gold Digger","Beau Monga",19,103,"nz pop, pacific islands pop","Pop","Beau Monga",2015-06-19,03:10,85,78,23,0,57,10,0,-7,F Major,4,2024-10-08,27yz5i94nut01gJNjW0K38,"Sony Music Entertainment",7B,NZSG01500140
43,"Lonely Nights","LEISURE",61,104,"auckland indie, indie soul","Rock, R&B","Sunsetter",2021-12-03,03:20,69,60,12,3,72,0,20,-8,F Minor,4,2024-10-08,1SJ7eKG6Ha5opLNxlXXvwa,"Nettwerk Music Group",4A,CAN112000215
44,"Nice to Meet You","Imagine Dragons",72,105,"modern rock, pop, rock","Rock, Pop","LOOM",2024-06-28,03:10,68,80,1,0,71,0,30,-7,C Major,4,2024-10-08,6KmrCHbuNOsdoeDOpwetr7,"KIDinaKORNER/Interscope Records",8B,USUM72404007
45,"You","Regard,Troye Sivan,Tate McRae",68,106,"pop dance, pop edm, slap house, uk dance, australian pop, pop, viral pop","Pop, Electronic","You",2021-04-16,03:53,69,70,6,0,51,0,0,-6,C Major,4,2024-10-08,2cc8Sw1OnCuA5bV8nqWqpE,"Ministry of Sound Recordings",8B,GBCEN2100035
46,"Busy Doing Nothing","The Swing Bot,Little Violet",15,112,"electro swing","Easy listening","Busy Doing Nothing",2023-07-07,03:19,88,79,36,0,63,10,30,-5,E Major,4,2024-10-08,1WJkGgiuF9ye09HqMiU2Pw,"Freshly Squeezed",12B,GBJCN2329301
47,"Fast Car","Jonas Blue,Dakota",65,114,"pop, pop dance, tropical house, uk dance, ","Pop, Electronic","Fast Car",2015-12-04,03:32,64,57,48,0,53,0,30,-7,A Major,4,2024-10-08,2mCF8L0brIs88eH6Kf2h9p,"Positiva",11B,GBUM71507621
48,"Better Place (From TROLLS Band Together)","*NSYNC,Justin Timberlake",66,117,"boy band, dance pop, pop","Pop","Better Place (From TROLLS Band Together)",2023-09-29,03:36,58,56,2,0,56,0,0,-6,E Minor,4,2024-10-08,1bHnRc60O1N0l3PbHjaKyK,"RCA Records Label",9A,USRC12301385
49,"My Baby Just Cares for Me (2013 - Remaster)","Nina Simone",67,119,"jazz blues, neo soul, soul, soul jazz, torch song, vocal jazz","Blues, R&B, Jazz","Little Girl Blue (2013 - Remaster)",2013-08-27,03:35,75,24,83,0,43,10,0,-15,E Minor,4,2024-10-08,5Lhjlnly9Ynhf52ojQS534,"Bethlehem Jazz",9A,QMSGD1370006
50,"Barcelona","Olly Wall,James Stefano",51,114,"tropical house","Electronic","Barcelona",2023-05-12,02:17,61,73,7,0,35,0,10,-8,B Minor,4,2024-10-08,438rCCvweJ8y1CW7ZPLHwP,"Paraiso",10A,BE8LH2300093
51,"Dance The Night - From Barbie The Album","Dua Lipa",80,110,"dance pop, pop, uk pop","Pop","Dance The Night (From Barbie The Album)",2023-05-25,02:56,67,85,2,0,78,0,30,-5,B Minor,4,2024-10-08,1vYXt7VSjH9JIM5oRRo7vA,"Atlantic Records",10A,USAT22305457
52,"I Like Me Better","Lauv",2,92,"pop","Pop","I Like Me Better",2017-05-19,03:17,75,51,54,0,42,20,10,-8,A Major,4,2024-10-08,1wjzFQodRWrPcQ0AnYnvQ9,"Lauv",11B,GBWWP1702907
53,"Face 2 Face","Moglii,Joel Miles,Lion Sphere",31,83,"vapor soul, german indie","Folk/Acoustic, R&B","Face 2 Face",2020-09-04,02:48,57,42,72,0,73,20,10,-12,C♯/D♭ Minor,4,2024-10-08,5Ohn7WTXOaY6zo88P9nGDG,"Humming Records",12A,DESD82000331
54,"Oxygen","Emeli Sandé",22,86,"r&b, talent show, uk pop","R&B, Pop","Oxygen",2022-03-02,03:59,49,49,46,0,22,0,10,-6,F#/G♭ Major,4,2024-10-08,6Mafb2r6Nc6cNBsRTlwfQE,"Chrysalis Records",2B,UKKP22100470
