#,Song,Artist,Popularity,BPM,Genres,Parent Genres,Album,Album Date,Time,Dance,Energy,Acoustic,Instrumental,Happy,Speech,Live,Loud (Db),Key,Time Signature,Added At,Spotify Track Id,Album Label,Camelot,ISRC
90,"Dark Lawd","TroyBoi",22,92,"bass trap, electronic trap","Hip Hop","Left Is Right",2017-08-25,03:10,84,70,4,8,77,20,0,-2,A Major,4,2022-04-26,0JnqJDCyFzDNa2ZxMXCgsA,"T Dot Music / Sunset Entertainment Group",11B,USLD91710640
91,"Flamez","TroyBoi",27,81,"bass trap, electronic trap","Hip Hop","Left Is Right",2017-08-25,04:14,77,84,16,70,47,30,50,-2,A#/B♭ Major,4,2022-04-26,2HokeQm5QoDZ4ayL1VW6P2,"T Dot Music / Sunset Entertainment Group",6B,USLD91710641
92,"Mantra","TroyBoi",35,94,"bass trap, electronic trap","Hip Hop","Left Is Right",2017-08-25,03:14,74,87,1,83,17,0,0,-5,D Major,4,2022-04-26,1HNC0b3AN2jbMqN3FElzfX,"T Dot Music / Sunset Entertainment Group",10B,USLD91710642
93,"Snobby (feat. Icekream)","TroyBoi,icekream",18,145,"bass trap, electronic trap, ","Hip Hop","Left Is Right",2017-08-25,04:11,77,71,14,3,65,20,0,-4,F Major,4,2022-04-26,44NNe7yPeXRLrv4ZhObmf3,"T Dot Music / Sunset Entertainment Group",7B,USLD91710643
94,"Get Money","TroyBoi",17,102,"bass trap, electronic trap","Hip Hop","Left Is Right",2017-08-25,04:07,93,53,31,2,59,30,0,-5,A#/B♭ Minor,4,2022-04-26,6l5KCNDddcueaS8SiAgXeD,"T Dot Music / Sunset Entertainment Group",3A,USLD91710644
95,"Grimey","TroyBoi",27,140,"bass trap, electronic trap","Hip Hop","Left Is Right",2017-08-25,03:14,88,41,3,55,53,30,0,-6,D Major,4,2022-04-26,67bRcGquJWIw6q927Yocht,"T Dot Music / Sunset Entertainment Group",10B,USLD91710645
96,"Sensei","TroyBoi",23,142,"bass trap, electronic trap","Hip Hop","Left Is Right",2017-08-25,03:37,77,61,0,77,34,0,10,-6,B Minor,4,2022-04-26,0ztWvG2NEE49aTyr93P46g,"T Dot Music / Sunset Entertainment Group",10A,USLD91710646
97,"Look At Me (feat. Ice Cube)","TroyBoi,Ice Cube",30,85,"bass trap, electronic trap, conscious hip hop, g funk, gangster rap, hip hop, rap, west coast rap","Hip Hop","Left Is Right",2017-08-25,02:52,85,98,24,0,64,20,20,-2,C♯/D♭ Major,4,2022-04-26,4u0RjZd8yzbN46UgPhBwfO,"T Dot Music / Sunset Entertainment Group",3B,USLD91710647
98,"O.G","TroyBoi",43,134,"bass trap, electronic trap","Hip Hop","Left Is Right",2017-08-25,03:39,70,68,5,43,62,0,60,-4,B Major,4,2022-04-26,1aQ8HdSmvofR0bjGkpvaKf,"T Dot Music / Sunset Entertainment Group",1B,USLD91710648
99,"Butterflies","Daniella Mason",2,100,"","","Daniella Mason",2017-10-13,03:14,76,68,11,0,86,0,20,-4,C Major,4,2022-04-26,6AOi0o22OD6vJRknCuyMp6,"AYA Records / Tone Tree Music",8B,TCADG1741745
100,"Don't Worry","Daniella Mason",4,140,"","","Daniella Mason",2017-10-13,03:40,49,58,8,0,39,0,10,-5,F Major,4,2022-04-26,3yEZqJH4ae0roeG2Us08an,"AYA Records / Tone Tree Music",7B,TCADG1798353
101,"Cruel Summer","Daniella Mason",4,109,"","","Daniella Mason",2017-10-13,02:53,67,82,18,0,66,0,10,-4,G Major,4,2022-04-26,2rssAXj3CmR3LaciuEsFWm,"AYA Records / Tone Tree Music",9B,TCADE1756131
102,"Nightshapes","Daniella Mason",17,140,"","","Daniella Mason",2017-10-13,03:14,60,68,55,0,42,0,10,-7,D Major,4,2022-04-26,7Hko06vcv7AfX9MZ7qvTmJ,"AYA Records / Tone Tree Music",10B,TCADG1798356
103,"Tell Me It's Over","Daniella Mason",2,88,"","","Daniella Mason",2017-10-13,03:17,58,78,0,0,34,0,10,-5,D Major,4,2022-04-26,6kmIBisuc92fs1X3uLWrix,"AYA Records / Tone Tree Music",10B,TCADD1751491
104,"Meant to Be","Daniella Mason",1,80,"","","Daniella Mason",2017-10-13,03:18,44,34,50,0,57,0,10,-9,A#/B♭ Major,4,2022-04-26,1uenzvb5ieYLNsdHHpTykd,"AYA Records / Tone Tree Music",6B,TCADG1798369
105,"Any Room","Daniella Mason",1,95,"","","Daniella Mason",2017-10-13,03:25,67,67,2,0,32,0,40,-6,F#/G♭ Minor,4,2022-04-26,1xqozRr8j1BtbD0Vh0QbpR,"AYA Records / Tone Tree Music",11A,TCADG1798374
106,"Cover the Earth","Daniella Mason",14,142,"","","Daniella Mason",2017-10-13,03:30,43,81,1,0,32,0,30,-5,C♯/D♭ Minor,4,2022-04-26,1agXYYeIKEpgsvKzYuwBXh,"AYA Records / Tone Tree Music",12A,TCADF1767481
107,"Technicolour","Daniella Mason",4,101,"","","Technicolour",2016-08-12,03:45,74,90,4,0,60,0,0,-4,D#/E♭ Major,4,2022-04-26,2dzmKjgNHQQNMSXpnNereh,"Warner Records",5B,USWB11601465
108,"Distant Lover","Daniella Mason",3,162,"","","Technicolour",2016-08-12,03:07,60,78,16,0,54,0,10,-7,B Minor,3,2022-04-26,6LKM8t83gqZ3S0SaiPzGqN,"Warner Records",10A,USWB11601467
109,"Shade of You","Daniella Mason",1,81,"","","Technicolour",2016-08-12,03:48,57,59,8,0,52,0,10,-7,F Major,4,2022-04-26,7qE1GxfyPGryzDu5p81D32,"Warner Records",7B,USWB11601468
110,"All I Want","Daniella Mason",3,104,"","","Technicolour",2016-08-12,03:40,44,55,64,0,31,0,10,-10,G Major,4,2022-04-26,0bnaNjeDJVRIIYdu0ScHol,"Warner Records",9B,USWB11601469
111,"Human","Daniella Mason",3,134,"","","Emotional State",2018-10-05,03:01,88,27,78,2,53,0,0,-11,D Major,4,2022-04-26,6ZSEfX5BFdu3R3DNLNJmYN,"AYA Records / Tone Tree Music",10B,TCADS1860474
112,"Public Places","Daniella Mason",1,100,"","","Emotional State",2018-10-05,03:36,78,80,3,15,56,0,10,-5,G Major,4,2022-04-26,6xcC1S61IMi76RjsSIW4wR,"AYA Records / Tone Tree Music",9B,TCADU1822834
113,"Emotional Rollercoaster","Daniella Mason",17,132,"","","Emotional State",2018-10-05,03:17,63,62,36,5,24,0,0,-7,F#/G♭ Minor,4,2022-04-26,6vgDOv6of0HPpfnAZzVmrN,"AYA Records / Tone Tree Music",11A,TCADW1806862
114,"Morning Mourning","Daniella Mason",1,108,"","","Emotional State",2018-10-05,04:05,57,54,24,0,6,0,0,-9,F Major,4,2022-04-26,3lR3eek6hiwdVr3KzufykF,"AYA Records / Tone Tree Music",7B,TCADW1806865
115,"selfish","Jeremy Zucker",37,81,"alt z, electropop, pop","Pop","summer,",2018-09-28,03:18,54,41,52,0,67,30,10,-9,G Major,4,2022-07-21,6D5zOotZNjLN98bXOfhAYm,"Republic Records",9B,USUM71815050
