Artist,Song,notes,note_source
Stevie Ray Vaughn,Look at Little Sister,Top Picks: Donna Conley,GSDJ - https://proswingdjs.com/
Jraffe,California,2020-03-01 - GSDJ Top 10 - #7,GSDJ - https://proswingdjs.com/
Lauv,I Like Me Better,2017-10-01 - GSDJ Top 10 - #6,GSDJ - https://proswingdjs.com/
Katy Perry,365,2019-05-01 - GSDJ Top 10 - #6,GSDJ - https://proswingdjs.com/
Coldplay,Adventure Of A Lifetime,2015-12-01 - GSDJ Top 10 - #5,GSDJ - https://proswingdjs.com/
Ella Mai,Trip,Top Picks: John Collini,GSDJ - https://proswingdjs.com/
Rihanna & Adriana Grande,Alone With You,2019-04-01 - GSDJ Top 10 - #9,GSDJ - https://proswingdjs.com/
Raphael Saadiq,Kelly Ray,2011-08-01 - GSDJ Top 10 - #6,GSDJ - https://proswingdjs.com/
Chris Thomas King,Red Mud,Top Picks: John Collini,GSDJ - https://proswingdjs.com/
Miguel,Adorn,2013-03-01 - GSDJ Top 10 - #3,GSDJ - https://proswingdjs.com/
Jason Derulo,Kiss the Sky,Top Picks: Joni Fraser,GSDJ - https://proswingdjs.com/
Naturally 7,Feel It,Top Picks: Tana Abeni,GSDJ - https://proswingdjs.com/
Charlie Puth,Attention,2017-06-01 - GSDJ Top 10 - #1,GSDJ - https://proswingdjs.com/
TotaBlues,The Creeper Returns,2018-09-01 - GSDJ Top 10 - #9,GSDJ - https://proswingdjs.com/
Anthony Hamilton,Woo,2012-03-01 - GSDJ Top 10 - #2,GSDJ - https://proswingdjs.com/
"Latto, Mariah Carey, DJ Khaled",Big Energy (Remix),2022-03-01GSDJ Top 10 - #10,GSDJ - https://proswingdjs.com/
Jason DeRulo,The Other Side,2013-07-01 - GSDJ Top 10 - #9,GSDJ - https://proswingdjs.com/
Emei,Scatterbrain,Top Picks: Emily Huang,GSDJ - https://proswingdjs.com/
Quincy Jones feat. Akon,Strawberry Letter 23,2010-05-01 - GSDJ Top 10 - #2,GSDJ - https://proswingdjs.com/
Ed Sheeran,Thinking Out Loud,Top Picks: Isabelle Roy,GSDJ - https://proswingdjs.com/
Janet Jackson,Got Till it’s Gone,Top Picks: Tana Abeni,GSDJ - https://proswingdjs.com/
Melanie Fiona,Give It To Me Right,2009-10-01 - GSDJ Top 10 - #2,GSDJ - https://proswingdjs.com/
Chainsmokers,Closer,Top Picks: Martin Lahmann,GSDJ - https://proswingdjs.com/
Cardin Charlotte,Confetti,2023-10-01GSDJ Top 10 - #1,GSDJ - https://proswingdjs.com/
"clear eyes, Marian Hill",everything i’m missing,Top Picks: Koichi Tsunoda,GSDJ - https://proswingdjs.com/
Mariah Carey,Beautiful,2013-07-01 - GSDJ Top 10 - #5,GSDJ - https://proswingdjs.com/
Charlie Puth,One Call Away,2015-11-01 - GSDJ Top 10 - #6,GSDJ - https://proswingdjs.com/
"MAX, Ali Gatie",Butterflies,Top Picks: Thomas Friess,GSDJ - https://proswingdjs.com/
Maroon 5,Don’t Wanna Know,2017-02-01 - GSDJ Top 10 - #5,GSDJ - https://proswingdjs.com/
James Cotton,How Long Can A Fool Go Wrong (live),GSDJ Top 25 Fast “Blues”,GSDJ - https://proswingdjs.com/
Mike Griffin,"Fifth of Whiskey, Case of the Blues",Top Picks: Liz Ravdin,GSDJ - https://proswingdjs.com/
Outlandish,Callin’U (Radio Edit),Top Picks: Thomas Friess,GSDJ - https://proswingdjs.com/
Charlie Puth,River,2017-08-01 - GSDJ Top 10 - #1,GSDJ - https://proswingdjs.com/
Jake Miller,Parade (Acoustic),Top Picks: Chris Vand,GSDJ - https://proswingdjs.com/
Frank Ocean,Novacaine,Top Picks: Ruby Lair,GSDJ - https://proswingdjs.com/
Andy Grammer,Freeze,2017-12-01 - GSDJ Top 10 - #4,GSDJ - https://proswingdjs.com/
Snoop Dogg Ft. T-Pain,Boom,2011-06-01 - GSDJ Top 10 - #6,GSDJ - https://proswingdjs.com/
Tomi,BabyGetDown,2009-09-01 - GSDJ Top 10 - #7,GSDJ - https://proswingdjs.com/
Taylor Swift,Delicate,2018-08-01 - GSDJ Top 10 - #9,GSDJ - https://proswingdjs.com/
Jason DeRulo,Talk Dirty,2013-11-01 - GSDJ Top 10 - #5,GSDJ - https://proswingdjs.com/
Troye Sivan,My My My,2018-01-01 - GSDJ Top 10 - #6,GSDJ - https://proswingdjs.com/
Jason DeRulo,Try Me,2015-06-01 - GSDJ Top 10 - #6,GSDJ - https://proswingdjs.com/
Terror Jr,Holding Your Tongue,2017-11-01 - GSDJ Top 10 - #6,GSDJ - https://proswingdjs.com/
Jamie Foxx,I Don’t Need It,Top Picks: Donna Conley,GSDJ - https://proswingdjs.com/
Ed Sheeran,Bloodstream,GSDJ Top 10 - #10,GSDJ - https://proswingdjs.com/
Mariah Carey,All I Want For Christmas,2009-12-01Holiday themed list,GSDJ - https://proswingdjs.com/
DNCE,Cake By The Ocean,2015-11-01 - GSDJ Top 10 - #3,GSDJ - https://proswingdjs.com/
Carly Rae Jepsen,Call Me Maybe,GSDJ Top 10 - #10,GSDJ - https://proswingdjs.com/
Kaleida,Take Me To the River,Top Picks: Joni Fraser,GSDJ - https://proswingdjs.com/
Glass Animals,Heat Waves,Top Picks: Martin Lahmann,GSDJ - https://proswingdjs.com/
Randy Crawford,Give Me The Night (Chill Night Mix),Top Picks: DJ Josh Angel,GSDJ - https://proswingdjs.com/
Fujiya and Miyagi,Collarbone, - GSDJ Top 10 - #8,GSDJ - https://proswingdjs.com/
Ed Sheeran,Don’t,2014-07-01 - GSDJ Top 10 - #2,GSDJ - https://proswingdjs.com/
Eric Church,Springsteen,Top Picks: Martin Lahmann,GSDJ - https://proswingdjs.com/
Ryhe,Open,Top Picks: Aidan Keith-Hynes,GSDJ - https://proswingdjs.com/
Mike Zito,Little Red Corvette,Top Picks: Kerrin Pollock,GSDJ - https://proswingdjs.com/
Robin Thicke,Compass or Map,2012-03-01 - GSDJ Top 10 - #6,GSDJ - https://proswingdjs.com/
Lauv,I Like Me Better,2017-05-01 - GSDJ Top 10 - #8,GSDJ - https://proswingdjs.com/
Matt Wertz,5:19,2010-07-01 - GSDJ Top 10 - #2,GSDJ - https://proswingdjs.com/
Mike Posner,Please Don’t Go,2011-01-01 - GSDJ Top 10 - #7,GSDJ - https://proswingdjs.com/
Maître Gims,En secret,Top Picks: Kaiano Levine,GSDJ - https://proswingdjs.com/
Charlotte Cardin,Confetti,GSDJ Top 10 - #1,GSDJ - https://proswingdjs.com/
Lauv,Feelings,2020-02-01 - GSDJ Top 10 - #7,GSDJ - https://proswingdjs.com/
Dennis Lloyd,Nevermind,2018-08-01 - GSDJ Top 10 - #10,GSDJ - https://proswingdjs.com/
Eric Clapton,Change the World,Top Picks: Rob Baen,GSDJ - https://proswingdjs.com/
MAX & Ali Gatie,Butterflies,Top Picks: Greg Wolf,GSDJ - https://proswingdjs.com/
"Brooklyn Khoury, Nate Harlan",WAITING FOR YOU,Top Picks: Emily Huang,GSDJ - https://proswingdjs.com/
Dion,I Ain’t For It,2016-03-01 - GSDJ Top 10 - #4,GSDJ - https://proswingdjs.com/
Billie Eilish,My Strange Addiction,2019-07-01 - GSDJ Top 10 - #3,GSDJ - https://proswingdjs.com/
David Guetta,Bang My Head Ft Sia,2016-01-01 - GSDJ Top 10 - #3,GSDJ - https://proswingdjs.com/
Camilia Cabello,Havana Ft Young Thug,2017-12-01 - GSDJ Top 10 - #3,GSDJ - https://proswingdjs.com/
Charlie Wilson,Sugar Honey Ice Tea,2015-01-01 - GSDJ Top 10 - #9,GSDJ - https://proswingdjs.com/
Shakura S’Aida,Geechee Woman,2012-11-01 - GSDJ Top 10 - #2,GSDJ - https://proswingdjs.com/
Lunaman,Lunagirl (Original),Top Picks: Chris Vand,GSDJ - https://proswingdjs.com/
Eric Clapton,I’m Tore Down,GSDJ Top 25 Fast “Blues”,GSDJ - https://proswingdjs.com/
Britney Spears,Selfish,2011-05-01 - GSDJ Top 10 - #4,GSDJ - https://proswingdjs.com/
Steve Aoki & Nicky Romero,Be Somebodyb Ft Kiiara,2018-11-01 - GSDJ Top 10 - #7,GSDJ - https://proswingdjs.com/
James Hersey,Miss You,2017-05-01 - GSDJ Top 10 - #10,GSDJ - https://proswingdjs.com/
Maroon 5,One More Night,2012-08-01 - GSDJ Top 10 - #9,GSDJ - https://proswingdjs.com/
Harry Manx,Baby Please Don’t Go,Top Picks: Greg Wolf,GSDJ - https://proswingdjs.com/
Ne-Yo,One In A Million,2010-10-01 - GSDJ Top 10 - #1,GSDJ - https://proswingdjs.com/
Beau Monga,Gold Digger,2019-10-01 - GSDJ Top 10 - #6,GSDJ - https://proswingdjs.com/
Frank Ocean,Novacane (Edited Version),Top Picks: Celina Nelson,GSDJ - https://proswingdjs.com/
Khalid Ft Safe,Don’t Pretend,2019-04-01 - GSDJ Top 10 - #10,GSDJ - https://proswingdjs.com/
A&E,Clean Bandit,2013-01-01 - GSDJ Top 10 - #6,GSDJ - https://proswingdjs.com/
Leo Stannard Ft Frances,Gravity,2018-03-01 - GSDJ Top 10 - #6,GSDJ - https://proswingdjs.com/
Melanie Fiona,Priceless,2012-12-01 - GSDJ Top 10 - #9,GSDJ - https://proswingdjs.com/
Justin Bieber,Home to Mama Ft Cody Simpson,2014-12-01 - GSDJ Top 10 - #3,GSDJ - https://proswingdjs.com/
Anderson East,Falling,2021-10-01GSDJ Top 10 - #10,GSDJ - https://proswingdjs.com/
Chaka Khan,I Want,Top Picks: Joni Fraser,GSDJ - https://proswingdjs.com/
Shoffy,Cool Again,2018-11-01 - GSDJ Top 10 - #9,GSDJ - https://proswingdjs.com/
"Liam Payne, J. Balvin",Familiar,2018-05-01 - GSDJ Top 10 - #6,GSDJ - https://proswingdjs.com/
Colin James,Far Away Like A Radio,2013-06-01 - GSDJ Top 10 - #9,GSDJ - https://proswingdjs.com/
Leela James,Music,Top Picks: Bruno Bittencourt,GSDJ - https://proswingdjs.com/
Betty Who,Taste,2018-08-01 - GSDJ Top 10 - #6,GSDJ - https://proswingdjs.com/
Glass Animals,A Tear in Space (Airlock),2024-06-01GSDJ Top 10 - #1,GSDJ - https://proswingdjs.com/
Raphael Saadiq,100 Yard Dash, - GSDJ Top 10 - #9,GSDJ - https://proswingdjs.com/
Justin Timberlake,Strawberry Bubblegum,2013-03-01 - GSDJ Top 10 - #2,GSDJ - https://proswingdjs.com/
Katy Perry,Swish Swish,2017-05-01 - GSDJ Top 10 - #6,GSDJ - https://proswingdjs.com/
Ciara,Dance Like We’re Making Love,2015-06-01 - GSDJ Top 10 - #3,GSDJ - https://proswingdjs.com/
Matt Nathanson,Come On Get Higher,2009-11-01 - GSDJ Top 10 - #10,GSDJ - https://proswingdjs.com/
Jeff Goldblum Ft Haley Reinhart,My Baby Just Cares for Me,2018-12-01 - GSDJ Top 10 - #6,GSDJ - https://proswingdjs.com/
Eklo,"Sugar, Honey",Top Picks: JAmes Atwill,GSDJ - https://proswingdjs.com/
Lloyd,Dedication To My Ex (Clean),2011-11-01 - GSDJ Top 10 - #8,GSDJ - https://proswingdjs.com/
Jeremiah,Don’t Tell Em (Clean),2014-09-01 - GSDJ Top 10 - #6,GSDJ - https://proswingdjs.com/
Phlake & Mercedes the Virus,Aliens Need Love too,Top Picks: Khayree Jones,GSDJ - https://proswingdjs.com/
,Happier Marshmello Ft Bastille,2018-11-01 - GSDJ Top 10 - #2,GSDJ - https://proswingdjs.com/
The Bluesmasters,I Just Want To Make Love To You,2017-03-01 - GSDJ Top 10 - #4,GSDJ - https://proswingdjs.com/
Sean Garrett,Pretty Girl,2013-04-01 - GSDJ Top 10 - #7,GSDJ - https://proswingdjs.com/
Jordan Rakei,Borderline,Top Picks: Aidan Keith-Hynes,GSDJ - https://proswingdjs.com/
Charlie Puth,How Long,2017-10-01 - GSDJ Top 10 - #1,GSDJ - https://proswingdjs.com/
Taylor Swift,You Need to Calm Down,2019-08-01 - GSDJ Top 10 - #9,GSDJ - https://proswingdjs.com/
Hilda Lamas,Blues Man In A Three Piece Suit,2020-11-01GSDJ Top 10 - #10,GSDJ - https://proswingdjs.com/
The Heist,Thrift Shop (Ft Wanz),2013-02-01 - GSDJ Top 10 - #8,GSDJ - https://proswingdjs.com/
Des’Ree Feat. Babyface,Fire,Top Picks: Bruno Bittencourt,GSDJ - https://proswingdjs.com/
Bruno Mars,Versace On The Floor,2017-08-01 - GSDJ Top 10 - #5,GSDJ - https://proswingdjs.com/
Blues Brothers,Sweet Home Chicago,Top Picks: Cher Peadon,GSDJ - https://proswingdjs.com/
Run and Hide,Wicked Game,Top Picks: JAmes Atwill,GSDJ - https://proswingdjs.com/
Boomkat,Stomp, - GSDJ Top 10 - #2,GSDJ - https://proswingdjs.com/
Who Is Fancy,Goodbye,2015-05-01 - GSDJ Top 10 - #6,GSDJ - https://proswingdjs.com/
Inna Ft Marian Hill,Diggy Down,2015-02-01 - GSDJ Top 10 - #8,GSDJ - https://proswingdjs.com/
Nathan Goshen,Thinking About It (Let It Go) (KVR Remix),2016-05-01 - GSDJ Top 10 - #4,GSDJ - https://proswingdjs.com/
D.B. Ricapito,California King,Top Picks: Jalene Haramia,GSDJ - https://proswingdjs.com/
Paloma Faith,Crybaby,2017-09-01 - GSDJ Top 10 - #4,GSDJ - https://proswingdjs.com/
Clou,Comment,Top Picks: Aidan Keith-Hynes,GSDJ - https://proswingdjs.com/
Jonny Lang,Rack ’em Up,GSDJ Top 25 Fast “Blues”,GSDJ - https://proswingdjs.com/
Tove Stryke,On The Low,2018-05-01 - GSDJ Top 10 - #8,GSDJ - https://proswingdjs.com/
Charlie Puth,Slow It Down,2018-10-01 - GSDJ Top 10 - #9,GSDJ - https://proswingdjs.com/
Mike Mattison,You Can’t Fight Love,2014-07-01 - GSDJ Top 10 - #5,GSDJ - https://proswingdjs.com/
Sam Smith,How Do You Sleep,2019-08-01 - GSDJ Top 10 - #1,GSDJ - https://proswingdjs.com/
"Liam Payne, Quavo",Strip That Down,Top Picks: Joni Fraser,GSDJ - https://proswingdjs.com/
Lulu James,Closer (Kidnap Kid CeeZee Rmx),2014-08-01 - GSDJ Top 10 - #3,GSDJ - https://proswingdjs.com/
Dan & Shay,"10,000 Hours Ft Justin Bieber",2019-10-01 - GSDJ Top 10 - #4,GSDJ - https://proswingdjs.com/
Anuhea,Looking For Love,2012-04-01 - GSDJ Top 10 - #1,GSDJ - https://proswingdjs.com/
Mullally,Vibe,Top Picks: Kerrin Pollock,GSDJ - https://proswingdjs.com/
Kid Rock,Sugar Pie Honey Bunch,2017-12-01 - GSDJ Top 10 - #10,GSDJ - https://proswingdjs.com/
Taio Cruz,Dynamite,2010-09-01 - GSDJ Top 10 - #2,GSDJ - https://proswingdjs.com/
DNCE,Cake By The Ocean (Clean),2016-04-01 - GSDJ Top 10 - #7,GSDJ - https://proswingdjs.com/
Black Pumas,Colors,Top Picks: Ruby Lair,GSDJ - https://proswingdjs.com/
Taylor John Williams,The Mates of Soul,Top Picks: Ruby Lair,GSDJ - https://proswingdjs.com/
Arctic Monkeys,Do I Wanna Know,2014-01-01 - GSDJ Top 10 - #4,GSDJ - https://proswingdjs.com/
R. Kelly,Feelin Single,2012-07-01 - GSDJ Top 10 - #3,GSDJ - https://proswingdjs.com/
Patrick Droney,Brooklyn,Top Picks: Thomas Friess,GSDJ - https://proswingdjs.com/
Robin Thicke,Rollacoasta,2010-01-01 - GSDJ Top 10 - #1,GSDJ - https://proswingdjs.com/
Mapei,Don’t Wait,2014-04-01 - GSDJ Top 10 - #1,GSDJ - https://proswingdjs.com/
M.I.A.,Paper Planes,Top Picks: Martin Lahmann,GSDJ - https://proswingdjs.com/
Bruno Mars,Perm,2017-02-01 - GSDJ Top 10 - #6,GSDJ - https://proswingdjs.com/
Michael Jackson,You Rock My World (Radio Edit),Top Picks: Aidan Keith-Hynes,GSDJ - https://proswingdjs.com/
Commodores,Brick House,Top Picks: Chris Uren,GSDJ - https://proswingdjs.com/
Exenia,Automatic,2018-08-01 - GSDJ Top 10 - #7,GSDJ - https://proswingdjs.com/
Billie Elish,&Burn,2018-01-01 - GSDJ Top 10 - #5,GSDJ - https://proswingdjs.com/
Jhameel,Feisty,2013-11-01 - GSDJ Top 10 - #8,GSDJ - https://proswingdjs.com/
Mikolas Josef,Lie To Me,2019-01-01 - GSDJ Top 10 - #10,GSDJ - https://proswingdjs.com/
Sabrina Carpenter,Espresso (Clean),2024-05-01GSDJ Top 10 - #1,GSDJ - https://proswingdjs.com/
The War and Treaty,Are You Ready to Love Me?,2021-04-01GSDJ Top 10 - #10,GSDJ - https://proswingdjs.com/
Josie Dunn,Old School (Acoustic),Top Picks: Celina Nelson,GSDJ - https://proswingdjs.com/
Lucas Grabeel,You Got It,2010-02-01 - GSDJ Top 10 - #4,GSDJ - https://proswingdjs.com/
Revel Day,Dance For You,Top Picks: Emily Huang,GSDJ - https://proswingdjs.com/
Maroon 5,Sugar,2015-01-01 - GSDJ Top 10 - #2,GSDJ - https://proswingdjs.com/
Usher,Boyfriend,2023-09-01GSDJ Top 10 - #10,GSDJ - https://proswingdjs.com/
Bruno Mars,Chunky,2016-11-01 - GSDJ Top 10 - #1,GSDJ - https://proswingdjs.com/
"N2N, Erez Zobary",Let Me Love You,Top Picks: Emily Huang,GSDJ - https://proswingdjs.com/
Usher,DJ Got Us Falling In Love,2010-09-01 - GSDJ Top 10 - #1,GSDJ - https://proswingdjs.com/
"Quincy Jones ft. Charlie Wilson, Ray Charles, Chaka Kahn, Ashford & Simpson",Stuff Like That,Top Picks: Donna Conley,GSDJ - https://proswingdjs.com/
Nicole Scherzinger,Don’t Hold Your Breath,2011-04-01 - GSDJ Top 10 - #1,GSDJ - https://proswingdjs.com/
Mr Probz,Waves (Robin Shulz Radio Edit),2015-01-01 - GSDJ Top 10 - #7,GSDJ - https://proswingdjs.com/
Brandon Beal,Twerk It Like Miley,2015-03-01 - GSDJ Top 10 - #5,GSDJ - https://proswingdjs.com/
Matt Simons,Catch & Release (Deepend Remix),Top Picks: DJ Josh Angel,GSDJ - https://proswingdjs.com/
Kyla LaGrange and Kygo,Cut Your Teeth (Kygo Remix),2015-05-01 - GSDJ Top 10 - #4,GSDJ - https://proswingdjs.com/
Ana Popovic,Unconditional,2011-10-01 - GSDJ Top 10 - #4,GSDJ - https://proswingdjs.com/
The Weeknd,I Feel It Coming,2016-11-01 - GSDJ Top 10 - #10,GSDJ - https://proswingdjs.com/
Lucky Peterson,Oh Baby,Top Picks: Donna Conley,GSDJ - https://proswingdjs.com/
Dadju,Elle me demande,Top Picks: Sam Ghaida,GSDJ - https://proswingdjs.com/
"Dr Dre, Snoop Dogg",The Next Episode,Top Picks: Tana Abeni,GSDJ - https://proswingdjs.com/
Ella Henderson,Friends,2019-12-01 - GSDJ Top 10 - #3,GSDJ - https://proswingdjs.com/
Lukas Graham,Love Someone,2018-12-01 - GSDJ Top 10 - #5,GSDJ - https://proswingdjs.com/
Alannah Myles,Black Velvet,Top Picks: Chris Uren,GSDJ - https://proswingdjs.com/
Alma,Karma,2016-07-01 - GSDJ Top 10 - #6,GSDJ - https://proswingdjs.com/
Jay Sean Ft Sean Paul,Make My Love Go,2016-03-01 - GSDJ Top 10 - #5,GSDJ - https://proswingdjs.com/
Ciara,Thinkin’ Bout You,2019-06-01 - GSDJ Top 10 - #1,GSDJ - https://proswingdjs.com/
Jack & Jack,Beg,2018-02-01 - GSDJ Top 10 - #8,GSDJ - https://proswingdjs.com/
Ne-Yo,Miss Right,2012-11-01 - GSDJ Top 10 - #4,GSDJ - https://proswingdjs.com/
"Marian Hill, Lauren Jaregui",Back To Me,2016-12-01 - GSDJ Top 10 - #7,GSDJ - https://proswingdjs.com/
"Meridian, Nylo",Halfway,2023-10-01GSDJ Top 10 - #10,GSDJ - https://proswingdjs.com/
Brandon & Leah,Showstopper,2013-07-01 - GSDJ Top 10 - #8,GSDJ - https://proswingdjs.com/
Leo Stannard,Gravity,Top Picks: Chris Uren,GSDJ - https://proswingdjs.com/
"MAX, keshi",IT’S YOU,Top Picks: John Collini,GSDJ - https://proswingdjs.com/
Sam Hunt,Body Like A Back Road,2017-02-01 - GSDJ Top 10 - #9,GSDJ - https://proswingdjs.com/
The Chainsmokers Ft Coldplay,Something Just Like This,2017-02-01 - GSDJ Top 10 - #3,GSDJ - https://proswingdjs.com/
Ana Popovic,Fearless,2011-09-01 - GSDJ Top 10 - #4,GSDJ - https://proswingdjs.com/
Starley,Call On Me,2017-02-01 - GSDJ Top 10 - #7,GSDJ - https://proswingdjs.com/
Marian Hill,Down,Top Picks: Greg Wolf,GSDJ - https://proswingdjs.com/
Sons of Zion,Drift Away,Top Picks: Thomas Friess,GSDJ - https://proswingdjs.com/
Jamie Lawson,Wasn’t Expecting That,2015-11-01 - GSDJ Top 10 - #10,GSDJ - https://proswingdjs.com/
Doug Duffey and Badd,Have You Ever,2019-12-01 - GSDJ Top 10 - #8,GSDJ - https://proswingdjs.com/
Sofi Tukker,What A Wonderful World,2022-12-01GSDJ Top 10 - #1,GSDJ - https://proswingdjs.com/
"Dua Lupa, DaBaby",Levitating,Top Picks: Cher Peadon,GSDJ - https://proswingdjs.com/
"Khalid, Disclosure",Know Your Worth,2020-03-01 - GSDJ Top 10 - #5,GSDJ - https://proswingdjs.com/
"Amelia Moore, ASTN",Next Door,2023-02-01GSDJ Top 10 - #10,GSDJ - https://proswingdjs.com/
Alex Newell,"Kill The Lights Ft DJ Cassidy, Jess Glynne & Nile",2016-04-01 - GSDJ Top 10 - #10,GSDJ - https://proswingdjs.com/
Inna Ft Marian Hill,Diggy Down,2014-12-01 - GSDJ Top 10 - #9,GSDJ - https://proswingdjs.com/
Aloe Blacc,Love Is The Answer,2014-01-01 - GSDJ Top 10 - #8,GSDJ - https://proswingdjs.com/
Robin Thicke,Compass Or Map,GSDJ Top 10 - #1,GSDJ - https://proswingdjs.com/
Years & Years,Karma,2018-07-01 - GSDJ Top 10 - #7,GSDJ - https://proswingdjs.com/
Glen Fry,Who’s Been Sleeping in My Bed,Top Picks: Rob Baen,GSDJ - https://proswingdjs.com/
R. Kelly,Love Letter,2011-02-01 - GSDJ Top 10 - #7,GSDJ - https://proswingdjs.com/
Ed Shereen,Sing,2014-06-01 - GSDJ Top 10 - #5,GSDJ - https://proswingdjs.com/
Alice Russell,Citizens,2013-12-01 - GSDJ Top 10 - #4,GSDJ - https://proswingdjs.com/
John Legend & Saweetie,All She Wanna Do,2022-09-01GSDJ Top 10 - #1,GSDJ - https://proswingdjs.com/
Susan H,Glow,Top Picks: Tana Abeni,GSDJ - https://proswingdjs.com/
Charlie Puth,Some Type of Love,2015-06-01 - GSDJ Top 10 - #10,GSDJ - https://proswingdjs.com/
Bernard Allison,Kiddeo,2018-03-01 - GSDJ Top 10 - #10,GSDJ - https://proswingdjs.com/
Faydee,Can’t Let Go,2014-05-01 - GSDJ Top 10 - #4,GSDJ - https://proswingdjs.com/
Elderbrook,Could,Top Picks: Chris Vand,GSDJ - https://proswingdjs.com/
Headley,Love Again,2018-09-01 - GSDJ Top 10 - #7,GSDJ - https://proswingdjs.com/
Ariana Grande,"yes, and? (Clean)",2024-02-01GSDJ Top 10 - #1,GSDJ - https://proswingdjs.com/
Angie Stone,Wish I Didn’t Miss You,Top Picks: Rob Baen,GSDJ - https://proswingdjs.com/
Selena Gomez,Boyfriend,Top Picks: Michael Lambert,GSDJ - https://proswingdjs.com/
"RITUAL, Lisa Hannigan",Josephine,Top Picks: Thomas Friess,GSDJ - https://proswingdjs.com/
Ed Sheeran,Thinking Out Loud,2014-11-01 - GSDJ Top 10 - #9,GSDJ - https://proswingdjs.com/
Gabrielle,If I Could,Top Picks: Bruno Bittencourt,GSDJ - https://proswingdjs.com/
Nick Broadhurst,Little Lover (Teemid Remix),2024-10-01GSDJ Top 10 - #10,GSDJ - https://proswingdjs.com/
Betty Who,Taste,2018-07-01 - GSDJ Top 10 - #6,GSDJ - https://proswingdjs.com/
Lauv,I Like Me Better,2017-12-01 - GSDJ Top 10 - #6,GSDJ - https://proswingdjs.com/
Lorde,Royals,2013-10-01 - GSDJ Top 10 - #7,GSDJ - https://proswingdjs.com/
Maroon 5 Ft SZA,What Lovers Do,2017-09-01 - GSDJ Top 10 - #1,GSDJ - https://proswingdjs.com/
Johnny Lang,Breakin’ Me,Top Picks: DJ Josh Angel,GSDJ - https://proswingdjs.com/
Billie Eilish,Everything I Wanted,2020-02-01 - GSDJ Top 10 - #6,GSDJ - https://proswingdjs.com/
Elderbrook,Woman,2017-09-01 - GSDJ Top 10 - #3,GSDJ - https://proswingdjs.com/
Justin Timberlake,Take Back The Night,2013-07-01 - GSDJ Top 10 - #3,GSDJ - https://proswingdjs.com/
"Marshmello, Jonas Brothers",Leave Before You Love Me,2021-06-01GSDJ Top 10 - #10,GSDJ - https://proswingdjs.com/
